temperature,humidity,gas
28.252140775109627,87.03161078424196,419.1252797215071
27.92559620205814,86.58316064708582,366.6953667229815
28.19152554511646,85.13322461440028,410.10897662653326
27.879963310233325,85.97012321118977,392.66460170948136
27.406440776916305,85.09286955302122,383.3261037838653
28.80976774872308,84.97673618153563,423.7729676267205
28.383064919755363,83.87755776616646,407.83214107521746
27.869927122428557,85.98836123294925,399.2419685878547
28.14013468618801,86.11940185200761,407.22286157031607
27.90579234946703,85.26313358426583,410.38302691227335
27.60223843582082,85.04364930189712,394.1614834385383
28.724193521381014,84.29541261727573,389.84034874259004
28.718802178641393,82.98109178459067,401.8701293431816
28.767544972381284,85.81346863053852,399.85621683878276
28.075880506847643,86.40613201002266,395.2401206270622
28.389821222864335,85.1357006265738,413.0506415039903
28.53695911168895,82.97385865848128,401.724570058373
27.844845607366803,85.83141767382567,375.1392825428417
29.541212970054804,83.97045595967997,395.5784754645365
27.589476150195484,85.84605114645016,377.177005846342
29.52562628332923,86.1176753096924,411.78156245950737
28.83336294056769,85.06942071210176,398.1616127443394
29.613310564147167,84.14121741768666,396.7018790394824
28.718286500659726,85.08842551755906,401.77007480695715
29.095933763767384,86.6823921183074,392.2157195545185
29.35742650015606,85.51022116540622,396.1559100157934
29.34618061038687,83.98224005455404,368.6356510195495
29.873327998326328,85.7909553969853,390.2873072496754
28.92300469741527,82.95604936261098,397.7029785368393
29.15129456319524,82.62268670102712,388.5794012795243
29.977206784016825,83.70717564949801,404.70670210138036
29.836765418075892,84.21257279276537,428.65233916614835
29.689837139284293,84.26661430487782,401.77214028599843
29.923598397377084,84.25202423647737,386.702018545066
29.33947628005417,85.50577931073143,400.92148398501223
30.005111483275417,84.25930863603143,378.96000690710673
29.513102791099605,85.90793255511605,399.2364976638806
29.830812948969797,85.2976561662265,402.4757225183415
29.599924146579955,84.32216304328603,395.9620954084594
31.12205538560165,85.74965262173977,395.00292898471304
30.396679145218013,84.99098691140152,403.99522605266554
30.66024335992113,84.38278951078985,402.5219115352058
30.053800344528074,84.35586003411376,401.79612065098456
30.202065833111185,84.60481711244431,404.0859088964979
30.519727357613643,84.7966892562098,380.91911508384317
30.72994624652423,86.01135884600936,394.02468012817513
30.04705973215025,86.41717354772514,405.9524420077195
30.931313169185366,85.7459502429613,401.9583787402334
30.828771424382964,84.16543220866943,392.7543030835651
30.687942431790027,83.6835224569935,382.0148253420904
30.520662918032446,83.62190121229858,391.85841027319907
29.71035343619768,83.94310548735861,406.5381642146689
30.31866609508092,84.43635121156085,386.31653292147223
30.304638794990936,83.33850029539832,406.1197264167979
30.842817773447226,85.07073110708556,379.86712901258176
31.145246180280942,84.28490183887257,395.06147635511786
31.08699592878315,84.8893549478603,388.8549869508473
30.80249091872117,86.07152991307265,383.4853793318317
31.27831477569991,84.71261757431232,412.6411383349203
30.892502989962207,83.12200291832389,392.0684264351847
31.41368327829613,83.01906663425245,419.01396776749715
30.885815187475572,85.47011285076188,384.2653216930069
31.97358390604252,83.7462191661355,417.79009807551455
31.365906623535547,85.32781533601116,397.2156359160694
31.40717110019599,85.81766700115328,404.3877957363111
31.23594433530984,86.14680283573925,387.54608893629995
31.03460659969309,84.2138161944628,407.8201675096885
30.773160880737073,84.29924323407604,361.37974178190365
30.760194159386202,84.81875115100519,409.1401925823366
30.69461806488266,84.29155603176474,419.6740244387267
30.94963476284843,84.29298654616015,403.85840131405087
31.058947359860955,85.26309228486058,403.79352253096124
32.35988105672329,83.87284865071346,392.26482218908745
30.921622299941593,83.62273409631567,394.474500990623
31.39993569912405,84.6060152698878,414.02267729843607
31.35923270913556,84.977143066145,391.78680293973747
32.34799437420657,83.22898125141961,397.5662347621902
31.831166880042794,82.88613250917184,402.09737590579067
32.06333919890764,84.79469359001524,407.475394295435
31.904680467996897,83.1466174196406,400.43272973026717
32.11980499961863,82.31994751753012,409.4712856393977
32.318022525122515,85.05348546337486,397.9725831438559
31.78265016435646,84.68172892492201,420.9083727944505
31.81043380388517,83.67682177271335,416.7505973709062
32.03091817412609,83.7283983017134,408.0178515375492
33.608821740803776,84.46513057992324,402.55295443866845
32.292815815652624,83.49481403455454,367.628445875674
31.938197038666893,82.94226575381737,406.7939496390902
32.6173383135448,83.26609617772107,406.6432444448212
31.827044127583484,85.35607026492907,396.18576353293537
32.053525266334276,83.87460328541327,431.4736258681031
32.41888736511856,84.15870680048772,406.35402170252286
32.816036067746,83.91275427483406,429.7135718495464
32.22644736574703,84.47620583055436,387.8604888512818
32.0152110207998,84.6601428471588,389.6757265022941
32.67346010471067,83.37974174439341,397.6135021960089
32.12484646939391,83.05349728274643,392.7583266495025
